category,controller_name,path,actions,rescued_exceptions,rescue_froms
"no_handling","MyHealth::V1::ConditionsController","modules/my_health/app/controllers/my_health/v1/conditions_controller.rb","index | show","",""
"no_handling","MyHealth::V1::FoldersController","modules/my_health/app/controllers/my_health/v1/folders_controller.rb","index | show | create | update | destroy | search","",""
"no_handling","MyHealth::V1::HealthRecordContentsController","modules/my_health/app/controllers/my_health/v1/health_record_contents_controller.rb","show","",""
"no_handling","MyHealth::V1::HealthRecordsController","modules/my_health/app/controllers/my_health/v1/health_records_controller.rb","refresh | eligible_data_classes | create | optin | optout | status | product","",""
"no_handling","MyHealth::V1::LabsAndTestsController","modules/my_health/app/controllers/my_health/v1/labs_and_tests_controller.rb","index | show","",""
"no_handling","MyHealth::V1::MedicalRecords::BbmiNotificationController","modules/my_health/app/controllers/my_health/v1/medical_records/bbmi_notification_controller.rb","status","",""
"no_handling","MyHealth::V1::MedicalRecords::ImagingController","modules/my_health/app/controllers/my_health/v1/medical_records/imaging_controller.rb","index | request_download | request_status | images | image | dicom","",""
"no_handling","MyHealth::V1::MedicalRecords::MRSessionController","modules/my_health/app/controllers/my_health/v1/medical_records/mr_session_controller.rb","create | status","",""
"no_handling","MyHealth::V1::MedicalRecords::PatientController","modules/my_health/app/controllers/my_health/v1/medical_records/patient_controller.rb","index | demographic","",""
"no_handling","MyHealth::V1::MedicalRecords::RadiologyController","modules/my_health/app/controllers/my_health/v1/medical_records/radiology_controller.rb","index","",""
"no_handling","MyHealth::V1::MedicalRecords::SelfEnteredController","modules/my_health/app/controllers/my_health/v1/medical_records/self_entered_controller.rb","index | vitals | allergies | family_history | vaccines | test_entries | medical_events | military_history | providers | health_insurance | treatment_facilities | food_journal | activity_journal | medications | emergency_contacts","",""
"no_handling","MyHealth::V1::MessageDraftsController","modules/my_health/app/controllers/my_health/v1/message_drafts_controller.rb","create | update | create_reply_draft | update_reply_draft","",""
"no_handling","MyHealth::V1::MessagesController","modules/my_health/app/controllers/my_health/v1/messages_controller.rb","show | create | destroy | thread | reply | categories | signature | move","",""
"no_handling","MyHealth::V1::MessagingPreferencesController","modules/my_health/app/controllers/my_health/v1/messaging_preferences_controller.rb","show | update | update_triage_team_preferences | signature | update_signature","",""
"no_handling","MyHealth::V1::PrescriptionDocumentationController","modules/my_health/app/controllers/my_health/v1/prescription_documentation_controller.rb","index","",""
"no_handling","MyHealth::V1::PrescriptionPreferencesController","modules/my_health/app/controllers/my_health/v1/prescription_preferences_controller.rb","show | update","",""
"no_handling","MyHealth::V1::TrackingsController","modules/my_health/app/controllers/my_health/v1/trackings_controller.rb","index","",""
"no_handling","MyHealth::V1::UniqueUserMetricsController","modules/my_health/app/controllers/my_health/v1/unique_user_metrics_controller.rb","create","",""
"no_handling","MyHealth::V1::VaccinesController","modules/my_health/app/controllers/my_health/v1/vaccines_controller.rb","index | show","",""
"no_handling","MyHealth::V1::VitalsController","modules/my_health/app/controllers/my_health/v1/vitals_controller.rb","index","",""
"no_handling","MyHealth::V2::LabsAndTestsController","modules/my_health/app/controllers/my_health/v2/labs_and_tests_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::AccreditedEntitiesForAppointController","modules/representation_management/app/controllers/representation_management/v0/accredited_entities_for_appoint_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::AccreditedIndividualsController","modules/representation_management/app/controllers/representation_management/v0/accredited_individuals_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::ApidocsController","modules/representation_management/app/controllers/representation_management/v0/apidocs_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::NextStepsEmailController","modules/representation_management/app/controllers/representation_management/v0/next_steps_email_controller.rb","create","",""
"no_handling","RepresentationManagement::V0::OriginalEntitiesController","modules/representation_management/app/controllers/representation_management/v0/original_entities_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::PdfGenerator2122Controller","modules/representation_management/app/controllers/representation_management/v0/pdf_generator_2122_controller.rb","create","",""
"no_handling","RepresentationManagement::V0::PdfGenerator2122aController","modules/representation_management/app/controllers/representation_management/v0/pdf_generator_2122a_controller.rb","create","",""
"no_handling","RepresentationManagement::V0::PowerOfAttorneyController","modules/representation_management/app/controllers/representation_management/v0/power_of_attorney_controller.rb","index","",""
"no_handling","RepresentationManagement::V0::PowerOfAttorneyRequestsController","modules/representation_management/app/controllers/representation_management/v0/power_of_attorney_requests_controller.rb","create","",""
"no_handling","SOB::V0::Ch33StatusesController","modules/sob/app/controllers/sob/v0/ch33_statuses_controller.rb","show","",""
"no_handling","AppointmentHelper","modules/travel_pay/app/controllers/concerns/appointment_helper.rb","find_or_create_appt_id","",""
"no_handling","ClaimHelper","modules/travel_pay/app/controllers/concerns/claim_helper.rb","create_claim","",""
"no_handling","FeatureFlagHelper","modules/travel_pay/app/controllers/concerns/feature_flag_helper.rb","verify_feature_flag","",""
"no_handling","IdValidation","modules/travel_pay/app/controllers/concerns/id_validation.rb","validate_uuid_exists","",""
"no_handling","VANotify::CallbacksController","modules/va_notify/app/controllers/va_notify/callbacks_controller.rb","create","",""
"no_handling","VAOS::V2::ApidocsController","modules/vaos/app/controllers/vaos/v2/apidocs_controller.rb","index","",""
"no_handling","VAOS::V2::CCEligibilityController","modules/vaos/app/controllers/vaos/v2/cc_eligibility_controller.rb","show","",""
"no_handling","VAOS::V2::ClinicsController","modules/vaos/app/controllers/vaos/v2/clinics_controller.rb","index | last_visited_clinic","",""
"no_handling","VAOS::V2::EpsAppointmentsController","modules/vaos/app/controllers/vaos/v2/eps_appointments_controller.rb","show","",""
"no_handling","VAOS::V2::FacilitiesController","modules/vaos/app/controllers/vaos/v2/facilities_controller.rb","index | show","",""
"no_handling","VAOS::V2::PatientsController","modules/vaos/app/controllers/vaos/v2/patients_controller.rb","index","",""
"no_handling","VAOS::V2::ProvidersController","modules/vaos/app/controllers/vaos/v2/providers_controller.rb","show","",""
"no_handling","VAOS::V2::ReferralsController","modules/vaos/app/controllers/vaos/v2/referrals_controller.rb","index | show","",""
"no_handling","VAOS::V2::RelationshipsController","modules/vaos/app/controllers/vaos/v2/relationships_controller.rb","index","",""
"no_handling","VAOS::V2::SchedulingController","modules/vaos/app/controllers/vaos/v2/scheduling_controller.rb","configurations","",""
"no_handling","VAOS::V2::SlotsController","modules/vaos/app/controllers/vaos/v2/slots_controller.rb","index | facility_slots","",""
"no_handling","VBADocuments::Docs::V1::ApiController","modules/vba_documents/app/controllers/vba_documents/docs/v1/api_controller.rb","index","",""
"no_handling","VBADocuments::Internal::V1::UploadCompleteController","modules/vba_documents/app/controllers/vba_documents/internal/v1/upload_complete_controller.rb","create","",""
"no_handling","VBADocuments::V1::ReportsController","modules/vba_documents/app/controllers/vba_documents/v1/reports_controller.rb","create","",""
"no_handling","Veteran::V0::ApidocsController","modules/veteran/app/controllers/veteran/v0/apidocs_controller.rb","index","",""
"no_handling","Veteran::V0::RepresentativesController","modules/veteran/app/controllers/veteran/v0/representatives_controller.rb","find_rep","",""
"no_handling","VRE::V0::Ch31CaseDetailsController","modules/vre/app/controllers/vre/v0/ch31_case_details_controller.rb","show","",""
"no_handling","VRE::V0::Ch31EligibilityStatusesController","modules/vre/app/controllers/vre/v0/ch31_eligibility_statuses_controller.rb","show","",""
"no_handling","VRE::V0::ClaimsController","modules/vre/app/controllers/vre/v0/claims_controller.rb","create","",""
"no_handling","Vye::V1::DgibVerificationsController","modules/vye/app/controllers/vye/v1/dgib_verifications_controller.rb","verification_record | verify_claimant | claimant_status | claimant_lookup","",""
"rescue_swallows","EmailVerificationErrorHandler","app/controllers/concerns/email_verification_error_handler.rb","handle_verification_errors | log_verification_success","Common::Exceptions::BackendServiceException => e ;; Common::Exceptions::TooManyRequests => e ;; => e ;; => e ;; StandardError (implicit)",""
"rescue_swallows","EmailVerificationRateLimited","app/controllers/concerns/email_verification_rate_limited.rb","enforce_email_verification_rate_limit | email_verification_rate_limit_exceeded | increment_email_verification_rate_limit | reset_email_verification_rate_limit | get_email_verification_rate_limit_info","Redis::BaseConnectionError => e ;; Redis::BaseConnectionError => e ;; Redis::BaseConnectionError => e",""
"rescue_swallows","SignIn::SSOAuthorizable","app/controllers/concerns/sign_in/sso_authorizable.rb","authorize_sso","Errors::MalformedParamsError => e ;; => e ;; => e",""
"rescue_swallows","Traceable","app/controllers/concerns/traceable.rb","service_tag | set_trace_tags | tag_with_controller_name","=> e",""
"rescue_swallows","SignIn::Webhooks::LogingovController","app/controllers/sign_in/webhooks/logingov_controller.rb","risc","SignIn::Errors::LogingovRiscEventHandlerError => e ;; => e",""
"rescue_swallows","V0::BenefitsClaimsController","app/controllers/v0/benefits_claims_controller.rb","index | show | submit5103 | failed_upload_evidence_submissions","JSON::ParserError | TypeError ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e",""
"rescue_swallows","V0::CoeController","app/controllers/v0/coe_controller.rb","status | download_coe | submit_coe_claim | documents | document_upload | post_document | document_download","Common::Client::Errors::ClientError => e",""
"rescue_swallows","V0::DisabilityCompensationInProgressFormsController","app/controllers/v0/disability_compensation_in_progress_forms_controller.rb","show | update","StandardError (implicit) ;; => e",""
"rescue_swallows","V0::OpenApiController","app/controllers/v0/open_api_controller.rb","index","JSON::ParserError => e",""
"rescue_swallows","V0::Profile::EmailVerificationController","app/controllers/v0/profile/email_verification_controller.rb","status | create | verify","=> e",""
"rescue_swallows","V0::Profile::ServiceHistoriesController","app/controllers/v0/profile/service_histories_controller.rb","show","=> e",""
"rescue_swallows","V0::TermsOfUseAgreementsController","app/controllers/v0/terms_of_use_agreements_controller.rb","latest | accept | accept_and_provision | decline | update_provisioning","TermsOfUse::Errors::AcceptorError => e ;; TermsOfUse::Errors::AcceptorError | Identity::Errors::CernerProvisionerError => e ;; TermsOfUse::Errors::DeclinerError => e ;; Identity::Errors::CernerProvisionerError => e",""
"rescue_swallows","V1::SessionsController","app/controllers/v1/sessions_controller.rb","new | ssoe_slo_callback | saml_callback | metadata","SAML::SAMLError => e ;; => e ;; StandardError (implicit)",""
"rescue_swallows","AccreditedRepresentativePortal::V0::PowerOfAttorneyRequestsController","modules/accredited_representative_portal/app/controllers/accredited_representative_portal/v0/power_of_attorney_requests_controller.rb","index | show","=> e",""
"rescue_swallows","AppealsApi::MetadataController","modules/appeals_api/app/controllers/appeals_api/metadata_controller.rb","decision_reviews | appeals_status | healthcheck | healthcheck_s3 | s3_is_healthy | mail_status_upstream_healthcheck | appeals_status_upstream_healthcheck | decision_reviews_upstream_healthcheck","StandardError (implicit) ;; => e ;; => e ;; => e ;; StandardError (implicit)",""
"rescue_swallows","AppealsApi::V2::DecisionReviews::SupplementalClaimsController","modules/appeals_api/app/controllers/appeals_api/v2/decision_reviews/supplemental_claims_controller.rb","index | show | create | validate | schema | download","ActiveRecord::RecordNotFound ;; ActiveRecord::RecordNotFound",""
"rescue_swallows","AppealsApi::JsonFormatValidation","modules/appeals_api/app/controllers/concerns/appeals_api/json_format_validation.rb","validate_json_format | render_body_is_not_a_hash_error | validate_json_body","JSON::ParserError",""
"rescue_swallows","AskVAApi::V0::HealthFacilitiesController","modules/ask_va_api/app/controllers/ask_va_api/v0/health_facilities_controller.rb","search | show","=> e",""
"rescue_swallows","BioHeartApi::V1::UploadsController","modules/bio_heart/app/controllers/bio_heart_api/v1/uploads_controller.rb","submit","=> e ;; JSON::ParserError",""
"rescue_swallows","CheckIn::V1::TravelClaimsController","modules/check_in/app/controllers/check_in/v1/travel_claims_controller.rb","create | permitted_params","ActionController::ParameterMissing => e ;; TravelClaim::Errors::InvalidArgument => e ;; Common::Exceptions::BackendServiceException => e",""
"rescue_swallows","ClaimsApi::V1::Forms::PowerOfAttorneyController","modules/claims_api/app/controllers/claims_api/v1/forms/power_of_attorney_controller.rb","submit_form_2122 | upload | status | active | validate","=> e",""
"rescue_swallows","ClaimsApi::DocumentValidations","modules/claims_api/app/controllers/concerns/claims_api/document_validations.rb","validate_documents_content_type | validate_documents_page_size | validate_document_provided | valid_page_size | document_page_size_errors | document_content_type_errors | pdf | json_api_validation_error | json_api_page_size_error | json_api_content_type_error","StandardError (implicit)",""
"rescue_swallows","ClaimsApi::JsonFormatValidation","modules/claims_api/app/controllers/concerns/claims_api/json_format_validation.rb","validate_json_format | render_body_is_not_a_hash_error","JSON::ParserError",""
"rescue_swallows","ClaimsApi::V2::AltRevisedDisabilityCompensationValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/alt_revised_disability_compensation_validation.rb","alt_rev_validate_form_526_submission_values","StandardError (implicit)",""
"rescue_swallows","ClaimsApi::V2::DisabilityCompensationValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/disability_compensation_validation.rb","validate_form_526_submission_values","StandardError (implicit)",""
"rescue_swallows","ClaimsApi::V2::JsonFormatValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/json_format_validation.rb","validate_json_format | render_body_is_not_a_hash_error | get_error_message | error_message_source","JSON::ParserError ;; Oj::ParseError => e",""
"rescue_swallows","ClaimsApi::V2::PowerOfAttorneyValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/power_of_attorney_validation.rb","validate_form_2122_and_2122a_submission_values","::Common::Exceptions::UnprocessableEntity ;; ::Common::Exceptions::UnprocessableEntity",""
"rescue_swallows","ClaimsApi::V2::RevisedDisabilityCompensationValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/revised_disability_compensation_validation.rb","validate_form_526_fes_values","ArgumentError ;; StandardError (implicit)",""
"rescue_swallows","DhpConnectedDevices::Fitbit::FitbitController","modules/dhp_connected_devices/app/controllers/dhp_connected_devices/fitbit/fitbit_controller.rb","connect | callback | disconnect","=> e ;; => e",""
"rescue_swallows","Mobile::V0::ClaimsAndAppealsController","modules/mobile/app/controllers/mobile/v0/claims_and_appeals_controller.rb","index | get_claim | get_appeal | request_decision | upload_document | upload_multi_image_document","=> e",""
"rescue_swallows","Mobile::V0::DecisionLettersController","modules/mobile/app/controllers/mobile/v0/decision_letters_controller.rb","index | download","Common::Exceptions::ExternalServerInternalServerError => e ;; Common::Exceptions::ExternalServerInternalServerError => e",""
"rescue_swallows","Mobile::V0::FeatureTogglesController","modules/mobile/app/controllers/mobile/v0/feature_toggles_controller.rb","index","StandardError (implicit)",""
"rescue_swallows","Mobile::V0::MilitaryInformationController","modules/mobile/app/controllers/mobile/v0/military_information_controller.rb","get_service_history","StandardError (implicit)",""
"rescue_swallows","Mobile::V0::ObservationsController","modules/mobile/app/controllers/mobile/v0/observations_controller.rb","show","=> e",""
"rescue_swallows","Mobile::V0::RecipientsController","modules/mobile/app/controllers/mobile/v0/recipients_controller.rb","recipients | all_recipients","=> e",""
"rescue_swallows","MyHealth::V1::AttachmentsController","modules/my_health/app/controllers/my_health/v1/attachments_controller.rb","show","=> e",""
"rescue_swallows","MyHealth::V1::PrescriptionsController","modules/my_health/app/controllers/my_health/v1/prescriptions_controller.rb","index | show | refill | filter_renewals | refill_prescriptions | list_refillable_prescriptions | get_prescription_image","=> e ;; => e",""
"rescue_swallows","MyHealth::V1::ThreadsController","modules/my_health/app/controllers/my_health/v1/threads_controller.rb","index | move","=> e",""
"rescue_swallows","MyHealth::V2::AllergiesController","modules/my_health/app/controllers/my_health/v2/allergies_controller.rb","index | show","Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::CcdController","modules/my_health/app/controllers/my_health/v2/ccd_controller.rb","download","ArgumentError => e ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::ClinicalNotesController","modules/my_health/app/controllers/my_health/v2/clinical_notes_controller.rb","index | show","ArgumentError => e ;; Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::ConditionsController","modules/my_health/app/controllers/my_health/v2/conditions_controller.rb","index | show","Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::ImagingController","modules/my_health/app/controllers/my_health/v2/imaging_controller.rb","index | thumbnails | dicom","Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::ImmunizationsController","modules/my_health/app/controllers/my_health/v2/immunizations_controller.rb","index | show","Common::Client::Errors::ClientError ;; Common::Client::Errors::ClientError",""
"rescue_swallows","MyHealth::V2::VitalsController","modules/my_health/app/controllers/my_health/v2/vitals_controller.rb","index","Common::Client::Errors::ClientError",""
"rescue_swallows","Vass::JwtAuthentication","modules/vass/app/controllers/concerns/vass/jwt_authentication.rb","authenticate_jwt | audit_metadata","JWT::ExpiredSignature ;; JWT::DecodeError => e ;; JWT::DecodeError => e",""
"rescue_swallows","VBADocuments::MetadataController","modules/vba_documents/app/controllers/vba_documents/metadata_controller.rb","index | benefits_intake_v1 | healthcheck | s3_is_healthy | upstream_healthcheck","StandardError (implicit)",""
"partial_handling","FailedRequestLoggable","app/controllers/concerns/failed_request_loggable.rb","exception_hash","StandardError (implicit) ;; StandardError (implicit) ;; StandardError (implicit) ;; => e",""
"partial_handling","SignIn::AudienceValidator","app/controllers/concerns/sign_in/audience_validator.rb","validates_access_token_audience","Errors::InvalidAudienceError => e ;; Errors::AccessTokenExpiredError => e ;; Errors::StandardError => e",""
"partial_handling","V0::CaregiversAssistanceClaimsController","app/controllers/v0/caregivers_assistance_claims_controller.rb","create | download_pdf | facilities","=> e ;; => e ;; => e","::Form1010cg::Service::InvalidVeteranStatus"
"partial_handling","V0::Chatbot::ClaimStatusController::ServiceException","app/controllers/v0/chatbot/claim_status_controller.rb","index | show","Common::Exceptions::ResourceNotFound => e ;; Faraday::ClientError => e ;; => e ;; => e","'EVSS::ErrorMiddleware::EVSSError'"
"partial_handling","V0::ClaimDocumentsController","app/controllers/v0/claim_documents_controller.rb","create","*INPUT_ERRORS => e ;; => e ;; PdfForms::PdftkError => e ;; BenefitsIntake::Service::InvalidDocumentError => e ;; PdfForms::PdftkError",""
"partial_handling","V0::DependentsApplicationsController","app/controllers/v0/dependents_applications_controller.rb","show | create","=> e ;; => e ;; => e ;; StandardError (implicit)",""
"partial_handling","V0::DisabilityCompensationFormsController","app/controllers/v0/disability_compensation_forms_controller.rb","rated_disabilities | separation_locations | suggested_conditions | add_0781_metadata | submit_all_claim | submission_status | rating_info","PG::NotNullViolation => e ;; => e",""
"partial_handling","V0::Form1095BsController","app/controllers/v0/form1095_bs_controller.rb","available_forms | download_pdf | download_txt","Common::Exceptions::ResourceNotFound ;; ArgumentError | TypeError",""
"partial_handling","V0::Form210779Controller","app/controllers/v0/form210779_controller.rb","create | download_pdf","JSON::ParserError => e ;; => e ;; ActiveRecord::RecordNotFound ;; => e",""
"partial_handling","V0::Form212680Controller","app/controllers/v0/form212680_controller.rb","create | download_pdf","JSON::ParserError => e ;; => e ;; ActiveRecord::RecordNotFound ;; => e",""
"partial_handling","V0::Form214192Controller","app/controllers/v0/form214192_controller.rb","create | download_pdf","=> e ;; => e",""
"partial_handling","V0::Form21p530aController","app/controllers/v0/form21p530a_controller.rb","create | download_pdf","Common::Exceptions::ValidationErrors => e ;; => e ;; Common::Exceptions::ValidationErrors ;; => e ;; IsoCountryCodes::UnknownCodeError",""
"partial_handling","V0::MultiPartyForms::PrimaryController","app/controllers/v0/multi_party_forms/primary_controller.rb","show | create | complete","ActiveRecord::RecordNotFound ;; => e ;; => e ;; AASM::InvalidTransition => e ;; ActiveRecord::RecordInvalid => e ;; ActiveRecord::RecordNotFound ;; => e",""
"partial_handling","V0::MultiPartyForms::SecondaryController","app/controllers/v0/multi_party_forms/secondary_controller.rb","show | start","ActiveRecord::RecordNotFound ;; Common::Exceptions::BaseError ;; => e ;; AASM::InvalidTransition => e ;; ActiveRecord::RecordInvalid => e ;; ActiveRecord::RecordNotFound ;; Common::Exceptions::BaseError ;; => e ;; JSON::ParserError => e",""
"partial_handling","V0::OnsiteNotificationsController","app/controllers/v0/onsite_notifications_controller.rb","index | create | update","JWT::DecodeError ;; WillPaginate::InvalidPage",""
"partial_handling","V0::Profile::ConnectedApplicationsController","app/controllers/v0/profile/connected_applications_controller.rb","index | destroy | apps_from_grants","StandardError (implicit) ;; StandardError (implicit)",""
"partial_handling","V0::SignInController","app/controllers/v0/sign_in_controller.rb","authorize | callback | token | refresh | revoke | revoke_all_sessions | logout | logingov_logout_proxy","=> e ;; => e ;; SignIn::Errors::StandardError => e ;; SignIn::Errors::MalformedParamsError => e ;; SignIn::Errors::StandardError => e ;; SignIn::Errors::MalformedParamsError => e ;; SignIn::Errors::StandardError => e ;; SignIn::Errors::StandardError => e ;; SignIn::Errors::LogoutAuthorizationError ;; => e ;; => e",""
"partial_handling","V1::Post911GIBillStatusesController","app/controllers/v1/post911_gi_bill_statuses_controller.rb","show","Breakers::OutageException => e ;; => e",""
"partial_handling","AccreditedRepresentativePortal::V0::Form21aController::SchemaValidationError","modules/accredited_representative_portal/app/controllers/accredited_representative_portal/v0/form21a_controller.rb","background_detail_upload | submit","Common::Exceptions::UnprocessableEntity => e ;; ActiveRecord::RecordInvalid => e ;; Faraday::TimeoutError | Faraday::ConnectionFailed => e ;; => e ;; JSON::ParserError ;; SchemaValidationError => e",""
"partial_handling","AccreditedRepresentativePortal::V0::IntentToFileController","modules/accredited_representative_portal/app/controllers/accredited_representative_portal/v0/intent_to_file_controller.rb","show | create","ArgumentError => e ;; => e ;; Common::Exceptions::RecordNotFound => e ;; Common::Exceptions::RecordNotFound => e ;; StandardError (implicit)",""
"partial_handling","AccreditedRepresentativePortal::V0::RepresentativeFormUploadController","modules/accredited_representative_portal/app/controllers/accredited_representative_portal/v0/representative_form_upload_controller.rb","submit | upload_scanned_form | upload_supporting_documents","service::RecordInvalidError => e ;; service::WrongAttachmentsError => e ;; service::TooManyRequestsError ;; service::UnknownError => e ;; => e ;; service::RecordInvalidError => e ;; service::UpstreamInvalidError => e ;; service::UnknownError => e ;; AccreditedRepresentativePortal::ClaimantRepresentative::Finder::Error",""
"partial_handling","AppealsApi::HigherLevelReviews::V0::HigherLevelReviewsController","modules/appeals_api/app/controllers/appeals_api/higher_level_reviews/v0/higher_level_reviews_controller.rb","schema | index | show | validate | create | download","ActiveRecord::RecordNotFound ;; ActiveRecord::RecordNotFound ;; JsonSchema::JsonApiMissingAttribute => e",""
"partial_handling","AppealsApi::NoticeOfDisagreements::V0::NoticeOfDisagreementsController","modules/appeals_api/app/controllers/appeals_api/notice_of_disagreements/v0/notice_of_disagreements_controller.rb","show | create | download | validate | schema","ActiveRecord::RecordNotFound ;; ActiveRecord::RecordNotFound ;; Common::Exceptions::DetailedSchemaErrors => e",""
"partial_handling","AppealsApi::SupplementalClaims::V0::SupplementalClaimsController","modules/appeals_api/app/controllers/appeals_api/supplemental_claims/v0/supplemental_claims_controller.rb","index | schema | show | validate | create | download","ActiveRecord::RecordNotFound ;; ActiveRecord::RecordNotFound ;; Common::Exceptions::DetailedSchemaErrors => e",""
"partial_handling","AppealsApi::V1::DecisionReviews::NoticeOfDisagreementsController","modules/appeals_api/app/controllers/appeals_api/v1/decision_reviews/notice_of_disagreements_controller.rb","show | create | validate | schema","Common::Exceptions::DetailedSchemaErrors => e ;; ActiveRecord::RecordNotFound",""
"partial_handling","AppealsApi::V2::DecisionReviews::HigherLevelReviewsController","modules/appeals_api/app/controllers/appeals_api/v2/decision_reviews/higher_level_reviews_controller.rb","index | show | create | validate | schema | download","ActiveRecord::RecordNotFound ;; JsonSchema::JsonApiMissingAttribute => e ;; ActiveRecord::RecordNotFound",""
"partial_handling","AppealsApi::V2::DecisionReviews::NoticeOfDisagreementsController","modules/appeals_api/app/controllers/appeals_api/v2/decision_reviews/notice_of_disagreements_controller.rb","index | show | create | download | validate | schema","ActiveRecord::RecordNotFound ;; Common::Exceptions::DetailedSchemaErrors => e ;; ActiveRecord::RecordNotFound",""
"partial_handling","ClaimsApi::V2::Veterans::PowerOfAttorney::RequestController","modules/claims_api/app/controllers/claims_api/v2/veterans/power_of_attorney/request_controller.rb","index | show | decide | create","=> e ;; JsonSchema::JsonApiMissingAttribute",""
"partial_handling","DecisionReviews::V1::HigherLevelReviews::ContestableIssuesController","modules/decision_reviews/app/controllers/decision_reviews/v1/higher_level_reviews/contestable_issues_controller.rb","index","=> e ;; => e",""
"partial_handling","DecisionReviews::V1::NoticeOfDisagreementsController","modules/decision_reviews/app/controllers/decision_reviews/v1/notice_of_disagreements_controller.rb","show | create","=> e ;; => e ;; StandardError (implicit)",""
"partial_handling","DecisionReviews::V1::SupplementalClaims::ContestableIssuesController","modules/decision_reviews/app/controllers/decision_reviews/v1/supplemental_claims/contestable_issues_controller.rb","index","=> e ;; => e",""
"partial_handling","DecisionReviews::V1::SupplementalClaimsController","modules/decision_reviews/app/controllers/decision_reviews/v1/supplemental_claims_controller.rb","show | create","=> e ;; => e ;; StandardError (implicit)",""
"partial_handling","DecisionReviews::V2::HigherLevelReviewsController","modules/decision_reviews/app/controllers/decision_reviews/v2/higher_level_reviews_controller.rb","show | create","=> e ;; => e ;; StandardError (implicit)",""
"partial_handling","DependentsBenefits::V0::ClaimsController","modules/dependents_benefits/app/controllers/dependents_benefits/v0/claims_controller.rb","show | create","=> e ;; => e ;; => e",""
"partial_handling","DependentsVerification::V0::ClaimsController","modules/dependents_verification/app/controllers/dependents_verification/v0/claims_controller.rb","short_name | claim_class | show | create","ActiveRecord::RecordNotFound => e ;; => e ;; => e ;; => e",""
"partial_handling","IvcChampva::V1::UploadsController","modules/ivc_champva/app/controllers/ivc_champva/v1/uploads_controller.rb","submit | validate_mpi_profiles | submit_champva_app_merged | handle_file_uploads_wrapper | submit_to_ves | should_generate_ves_json | generate_ves_json_file | prepare_ves_request | submit_ves_request | submit_ves_request_with_subforms | submit_ves_form | send_to_ves_by_form_type | update_ves_records | call_handle_file_uploads | call_upload_form | unlock_file | unlock_with_pdftk | unlock_with_hexapdf | submit_supporting_documents | launch_background_job | launch_ocr_job | launch_llm_job | call_llm_service | tempfile_from_attachment","=> e ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e ;; PdfForms::PdftkError => e ;; Common::Exceptions::UnprocessableEntity => e ;; Errno::ENOENT ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e ;; => e ;; Common::Exceptions::Unauthorized",""
"partial_handling","MebApi::V0::EducationBenefitsController","modules/meb_api/app/controllers/meb_api/v0/education_benefits_controller.rb","claimant_info | eligibility | claim_status | claim_letter | submit_claim | enrollment | send_confirmation_email | submit_enrollment_verification | duplicate_contact_info | exclusion_periods","=> e ;; => e",""
"partial_handling","MebApi::V0::FormsController","modules/meb_api/app/controllers/meb_api/v0/forms_controller.rb","claim_letter | claim_status | claimant_info | sponsors | submit_claim | send_confirmation_email","=> e ;; => e",""
"partial_handling","Mobile::V0::LettersController","modules/mobile/app/controllers/mobile/v0/letters_controller.rb","index | beneficiary | download","=> e ;; => e ;; ArgumentError",""
"partial_handling","MyHealth::V1::TooltipsController","modules/my_health/app/controllers/my_health/v1/tooltips_controller.rb","index | create | update","ActiveRecord::RecordInvalid => e ;; => e ;; ActiveRecord::RecordNotFound => e ;; ActiveRecord::RecordInvalid => e ;; => e",""
"partial_handling","MyHealth::V2::Prescriptions::DrugSheetsController","modules/my_health/app/controllers/my_health/v2/prescriptions/drug_sheets_controller.rb","search","Common::Exceptions::BackendServiceException => e ;; Common::Exceptions::Forbidden ;; => e",""
